split,days,sharpe,sharpe_ci_lo,sharpe_ci_hi,max_dd,total_ret,bh_sharpe,bh_total_ret,bh_max_dd
IS,306,2.416023590282273,0.38748434331629666,3.9955107872585356,-0.04128994174275269,0.39947205315237855,1.8336451418372763,1.058980100710781,-0.33269416309135014
OOS,914,-0.6909488143834938,-1.880228334962275,0.22860173366956743,-0.5878561344734303,-0.5091864519616863,0.35177276760152204,-0.03248578484928366,-0.7264476692613574
